sport,kpi,n,eta_lo,eta_med,eta_hi,I_lo,I_med,I_hi,kappa_lo,kappa_med,kappa_hi,rho_lo,rho_med,rho_hi
rugby,final_points,283,0.831374766493466,0.922858036067301,1.03391343699877,0.0100061294859251,0.018492483268134,0.032538197934264,0.446636290740845,0.554642435938742,0.696782782272376,-0.213500801189408,-0.0883286945671057,0.0333907598503188
rugby,carries,283,0.815638719002642,0.888179107784176,0.976940157617241,0.000511890345056498,0.00408170311141565,0.0109450662963966,0.628262094901019,0.834798208567276,1.11270382625788,-0.228696467054812,-0.126511890197299,-0.0236618736619983
rugby,metres_made,283,0.896664503189622,0.991069014253353,1.10440757132612,0.00551537464304608,0.0120367315185474,0.021319118581255,0.445401183785348,0.582142429714285,0.748302087269382,-0.120692268656315,-0.00944649038355253,0.0985340640866645
rugby,defenders_beaten,283,0.873171881633954,0.95856958801719,1.09429816519933,0.00197579061574582,0.00637651505286835,0.0131739822190196,0.643688701696382,0.84794074812088,1.07257771836771,-0.145277747318511,-0.0435606724812506,0.0879174382359793
rugby,clean_breaks,283,0.924892184250234,1.03500746391144,1.19627005785859,0.00595754899728018,0.012833284286908,0.0236854469080944,0.614692703712254,0.774038330573277,1.00499556624516,-0.0813530170801657,0.0339362596690478,0.16537486822596
rugby,offloads,283,1.01725690671038,1.14983108379212,1.27593601150779,0.00164427640729825,0.00622989639780908,0.0146141719337092,0.569940596999,0.701409286177069,0.897118427311282,0.017575016732821,0.133479737958474,0.219827005994502
rugby,passes,283,0.801718929251177,0.876702382600887,0.969870862605184,0.000353075567632644,0.00336361071390262,0.00860653732121186,0.654330555799553,0.836619121464648,1.06025540163558,-0.247321855055486,-0.141842221115275,-0.0310791485985587
rugby,turnovers_conceded,283,0.973172802982952,1.09885688096096,1.26552793813359,5.22953761628031e-07,0.000223619708055178,0.0026358862429775,0.756403282423228,0.931406527468423,1.15470486461029,-0.0276353090102906,0.0900977250027993,0.210046935574502
rugby,turnovers_won,283,1.03501539664305,1.19577101627339,1.3821196526022,2.54445316394403e-06,0.000783250675228775,0.00444863964674025,0.786597960717909,0.990614061079893,1.25886039744323,0.0338835412123569,0.164399943283346,0.276513135547153
rugby,kicks_from_hand,283,2.04840704625025,2.50477692992249,3.19641421030181,0.00011589439995352,0.00237632567147517,0.00820214059868984,0.969000438065297,1.12915956971706,1.32635655096656,0.511826881739465,0.602069412504188,0.688076444797871
rugby,kick_metres,283,2.27389741312658,2.81123214447012,3.55912074550028,0.00142662375185543,0.00590065010731,0.0130437598689382,0.892788425418863,1.05448049131534,1.222006277969,0.560817189850366,0.645106097636858,0.720208191315902
rugby,scrums_won,283,0.801534225348115,0.881209808927655,0.980667981591059,4.51164082981848e-07,0.000141434750642655,0.00249046077527937,0.784331420233874,0.97701849929233,1.22553361589807,-0.248382623363034,-0.134850119196742,-0.0197210834267733
rugby,rucks_won,283,4.46114369546,5.45877443578331,6.91314923979527,7.93484950851742e-05,0.00186884091736378,0.00691959970595901,0.694713075273,0.823805054130638,0.957846042220145,0.782554508366275,0.821990124019759,0.856784382469153
