scenario,kappa,rho,delta_ratio,delta,sigma_a,eta,var_x,Ixy,bayes_acc,quadrant,kappa_hat_mean,rho_hat_mean,eta_hat_mean,acc_A_mean,acc_A_std,acc_R_mean,acc_R_std,acc_AB_mean,acc_AB_std,acc_impr_pct_mean,acc_impr_pct_std
,1,0.4,0.5,0.5,1,1.66666666666667,1.2,0.0236370525950382,0.590261511611239,boundary,1.00939650832174,0.396302724486415,1.65689370936334,0.664996,0.00724391257455217,0.765944,0.00635995635975272,0.766396,0.00663121745216964,15.189240444042,1.20500181770095
,1,0.4,1,1,1,1.66666666666667,1.2,0.091280840385156,0.675961565930427,boundary,0.993942533646025,0.399461041681035,1.66578822529792,0.746084,0.00576705491988586,0.80754,0.00450328678153354,0.807568,0.00457417060620762,8.2413562940274,0.771096690639279
,1,0.4,2,2,1,1.66666666666667,1.2,0.318491685967491,0.819344785736911,boundary,1.00240317148398,0.400600785021269,1.66904315672309,0.902656,0.00375994789369019,0.912584,0.00328877869521839,0.912596,0.00337614440159306,1.10058779056577,0.322959749340256
,1.2,-0.3,0.3,0.3,1,0.769966526358068,2.8572670690062,0.00360976942364122,0.535355437799082,Q4,1.19928016240074,-0.300462489527615,0.769780770350424,0.69042,0.00684680768754344,0.752772,0.00635943907165738,0.75256,0.00607504094216488,9.03636630570585,0.933406004759992
,1.2,-0.3,0.5,0.5,1,0.769966526358068,2.8572670690062,0.0099953251420104,0.558788674372874,Q4,1.20468868292003,-0.300470166396315,0.769803344973671,0.696732,0.00739350073113031,0.754896,0.00544407410467041,0.755044,0.00563680181431613,8.35567054443127,0.980254557153428
,1.2,-0.3,1,1,1,0.769966526358068,2.8572670690062,0.0393918809827731,0.616307656540314,Q4,1.19040398734965,-0.298551829570022,0.77085644178974,0.726712,0.00667791486459476,0.778084,0.00518917082755531,0.778048,0.0054071094545109,7.07511256886746,0.924360048106147
,1.2,-0.3,2,2,1,0.769966526358068,2.8572670690062,0.148584933822624,0.722939128398646,Q4,1.19953186133755,-0.299002359840194,0.770627091435881,0.812864,0.00569603370776542,0.838864,0.00482467129048441,0.83888,0.00500383526376906,3.20089807530472,0.567495970792152
,1.2,-0.15,0.3,0.3,1,0.870035127661281,2.5286335345031,0.00407796476683275,0.537576358900742,Q4,1.19641844200083,-0.150601163320998,0.86967363393118,0.67914,0.00624496531909784,0.752996,0.00637501372547542,0.752872,0.00641805616195116,10.8805668854154,1.05917973651245
,1.2,-0.15,0.5,0.5,1,0.870035127661281,2.5286335345031,0.0112870850156681,0.562462736125189,Q4,1.20136480160306,-0.150916916183357,0.869456007839656,0.68558,0.00727480976678133,0.756932,0.00634769570917876,0.756528,0.00626526022718017,10.4141333953218,0.985513338497097
,1.2,-0.15,1,1,1,0.870035127661281,2.5286335345031,0.0443973518556009,0.623403610268207,Q4,1.19608521115185,-0.151742378900178,0.868884927089191,0.720468,0.00612903561345669,0.779732,0.00624422802862527,0.779776,0.00616078977179428,8.22894973131861,0.778709622104113
