sport,kpi,n,var_home,var_away,mean_home,mean_away,cohens_d_paired,kappa,rho,eta,kappa_abs,quadrant,p_rho,sig_rho,tau,abs_tau,psi,cos_sigma,sigma,sphere_x,sphere_y,sphere_z,eta_from_sigma,eta_sigma_residual
rugby,general_play_pens_conceded,283,2.58183595218405,3.47134300679147,2.59717314487632,3.19787985865724,-0.252990891973553,1.34452500897858,0.0693627485928981,1.07366380996408,1.34452500897858,Q1,0.244789376980103,0,0.148020398752378,0.148020398752378,0.536368860217628,0.0686097540779995,1.50213263061013,0.0686097540779996,0.986761758392985,0.146948745549392,1.07366380996408,0
rugby,free_kicks_conceded,283,0.649374733729294,0.607748790817733,0.734982332155477,0.717314487632509,0.0165107293688829,0.935898425439951,0.0891783393694309,1.0978508272783,1.06849202094759,Q2,0.134509023298206,0,-0.03312416411118,0.03312416411118,0.615844117092692,0.0891294380320156,1.48154845667985,0.0891294380320155,0.995469504861666,-0.0331120547016724,1.0978508272783,-2.22044604925031e-16
rugby,ruck_maul_tackle_pen_con,283,1.85878254767812,2.03413277197203,1.75618374558304,1.86219081272085,-0.054098008962751,1.09433606126384,0.0136614367449129,1.01383640410132,1.09433606126384,Q1,0.819013144573354,0,0.0450739213133228,0.0450739213133228,0.234717323722989,0.0136475707967735,1.55714833230519,0.0136475707967736,0.998891802960312,0.0450434211627474,1.01383640410132,-2.22044604925031e-16
football,np_shots,1114,25.092597521377,20.4899530761798,13.6481149012567,10.7666068222621,0.376711632023319,0.816573615335117,-0.285036971620823,0.779070931770036,1.22462933068148,Q3,2.87306868257846e-22,1,-0.101319105504577,0.101319105504577,-1.18731902085845,-0.283580171227821,1.85832182015937,-0.283580171227821,0.953617624279709,-0.100973824080917,0.779070931770036,0
football,shots,1114,25.4120601799203,20.6806905818457,13.7486535008977,10.834829443447,0.378866918229848,0.813814009388614,-0.284782030016349,0.779254553103234,1.2287819925234,Q3,3.13981136048324e-22,1,-0.103011714390961,0.103011714390961,-1.18652618106434,-0.283277712036059,1.8580064277451,-0.283277712036059,0.95352868006766,-0.102648887729202,0.779254553103234,0
football,shots_inside_box,1114,14.7368612496996,11.9015978939931,8.86983842010772,7.0475763016158,0.318922414048107,0.80760737936891,-0.226871082978975,0.81593862369428,1.2382254366985,Q3,1.80456544854456e-14,1,-0.106839627589709,0.106839627589709,-1.03289913336085,-0.225582379557368,1.79833710972775,-0.225582379557368,0.968392580075325,-0.106434960836606,0.81593862369428,0
football,shots_outside_box,1114,6.66687717056945,5.03419276995715,4.77827648114901,3.71903052064632,0.291206240022675,0.755105072608852,-0.132041989426926,0.884368562884764,1.32431900708208,Q3,9.79985897887395e-06,1,-0.140449185198937,0.140449185198937,-0.75743709449421,-0.130750279881108,1.70192204536392,-0.130750279881108,0.981547212245286,-0.139532915272775,0.884368562884764,1.11022302462516e-16
football,penalties,1114,0.0959026746093579,0.0690162450942913,0.100538599640934,0.0682226211849192,0.0780430131561865,0.719648804117471,-0.0402093051173868,0.96184240234816,1.38956668068994,Q3,0.179892164665493,0,-0.164495979015297,0.164495979015297,-0.403750212734524,-0.0396713615023474,1.61047810158382,-0.0396713615023474,0.985823513203284,-0.163028169014083,0.96184240234816,-1.11022302462516e-16
football,big_chances,1114,1.3733637555832,1.03065694961295,1.08707360861759,0.880610412926391,0.130766593054163,0.750461737047431,-0.0373207855006724,0.964376305483874,1.33251297252587,Q3,0.213250301423268,0,-0.143533306244775,0.143533306244775,-0.38923452599936,-0.0369396202639512,1.60774435312569,-0.0369396202639513,0.989097236170999,-0.142555679836496,0.964376305483874,0
football,corners,1114,9.32674238354941,6.96969550328176,5.8491921005386,4.53321364452424,0.288582422367162,0.747280799304049,-0.278975894591296,0.783672984973207,1.33818505832253,Q3,2.31351582908713e-21,1,-0.145657130900118,0.145657130900118,-1.16753249528309,-0.276042455430805,1.85047045749209,-0.276042455430805,0.95020054404736,-0.144635710983953,0.783672984973207,-1.11022302462516e-16
football,free_kicks,1114,14.8483525045125,13.0850427701991,13.0655296229803,12.713644524237,0.0660103710854863,0.881245428826023,-0.0173454451950408,0.982983715004345,1.13475765920531,Q3,0.563043898661051,0,-0.0632095560084435,0.0632095560084435,-0.264675786520385,-0.0173108513761894,1.5881080428654,-0.0173108513761895,0.997855452864577,-0.0631255068341001,0.982983715004345,0
football,set_pieces,1114,63.2413632910228,65.8520730198519,41.5278276481149,38.6086175942549,0.242194901782405,1.04128168010571,-0.125398763807377,0.888594177355996,1.04128168010571,Q4,2.70153755019742e-05,1,0.0202261695537973,0.0202261695537973,-0.740203401610646,-0.125373117991265,1.69650023446781,-0.125373117991265,0.991903520962876,0.0202234118436679,0.888594177355996,1.11022302462516e-16
football,sp_shots,1114,5.99661258087463,4.14878190021309,3.69479353680431,2.8294434470377,0.256988178325686,0.691854250088635,-0.119605891176275,0.894770266444546,1.44539113530326,Q3,6.28266594688409e-05,1,-0.184189983403719,0.184189983403719,-0.714832804593341,-0.11760530887285,1.6886744370129,-0.11760530887285,0.976215068405901,-0.182134926749879,0.894770266444546,0
