gene_id,correlation,kappa,pef,normal_var,tumor_var,diff_var,var_reduction,mean_normal,mean_early_neoplasia,mean_difference
ENTPD6,0.2414453857173782,0.877217015197327,1.317398732758761,218.36717580719738,191.55540217865965,311.16059837665046,0.24092837260750746,60.56518034857144,60.667234109523804,0.10205376095238197
SEMA6B,0.2588933659604445,0.6826457929379208,1.3409266434412925,97.80417449849048,66.7656082531608,122.72840095809191,0.25424705005961706,31.625839388095237,33.670534322857144,2.0446949347619046
SLC44A2,0.8205390874689338,1.0551564181113675,5.563081929947666,382.4057197733565,403.4978495413542,141.27125561174407,0.8202435246159662,82.17778896904763,88.67037936000001,6.492590390952379
GSTM5,-0.06467813742437406,2.636038262075187,0.9453931218362518,175.43278310059782,462.44752867551307,674.7249340434655,-0.05776102755823376,33.14370425809524,30.069295534761906,-3.0744087233333337
IFI27,0.7742812813694554,0.6886362114498783,4.184190268364692,477.7746569966102,329.01292972091073,192.8180926229335,0.7610051322090501,78.35751954190476,71.58448547666667,-6.773034065238097
IRX3,0.6841031416872183,1.389274723675561,3.0765668278623433,201.4688576561203,279.8955915494374,156.46156125918412,0.6749623668357566,46.265220434285716,52.380497205238086,6.115276770952383
IRF3,0.0110719009532795,4.478417322168066,1.008627604057905,78.53006184276076,351.6903892675493,426.540429172719,0.008553805213335802,71.85374055619049,85.61733639095237,13.763595834761903
SHROOM1,0.30968741071813305,0.41327620188245495,1.3922512244747922,360.3826330303594,148.9375658031855,365.8249243240415,0.28173882527757405,31.91666978285714,44.45785900285714,12.54118922
FAM174B,0.5722882304627451,1.0349504310703788,2.337561760917232,234.46681750193594,242.66153384532845,204.11368774275493,0.5722038165068155,42.76268496619047,55.04098726238096,12.278302296190475
GGT5,0.3288610878678768,1.7904295321058028,1.4606889344070093,150.2188058674777,268.9561863028005,286.9707453082399,0.3153915413167921,54.37574243333333,60.54835944,6.172617006666666
TRPM4,0.43243745453546134,1.1485473617177304,1.7587138266205744,144.50343225583615,165.9690358765974,176.53381888116303,0.4314026620683748,54.86079641142857,64.02507953809524,9.164283126666666
ST14,0.7348647872498761,0.9035042342765298,3.758267221299365,196.79316670259274,177.80345939247954,99.67269596267855,0.7339199314160888,44.7588210247619,48.683296038095236,3.924475013333333
PIGT,0.5977874713036567,0.7965953759798,2.462713821025467,281.97399813678936,224.61918306230316,205.70525770150124,0.5939438876484631,55.12870276285715,59.121586642857146,3.992883879999999
RHPN1,0.45797631589601556,1.959228496867116,1.7644417072256795,118.74431474787586,232.64724529499654,199.1516968817196,0.4332484910638673,49.238424119523806,68.32798759571428,19.089563476190477
TOM1L2,0.6754386359596073,1.143193083331157,3.0668203112397543,253.02232776442202,289.25337502863624,176.82017456505122,0.6739293801025622,59.75518648714286,68.89378644333333,9.138599956190474
